title,type,tmdb_id,movie_runtime_minutes,episodes_total,total_seasons,episode_run_time,tv_minutes_total,rating_stars
"Berlin, Berlin: Lolle on the Run",Movie,632587.0,80.0,,,,,5.0
Stars in the Sky: A Hunting Story,Movie,585714.0,69.0,,,,,4.2
The Magic School Bus Rides Again Kids In Space,Movie,726661.0,45.0,,,,,7.3
Work It,Movie,612706.0,93.0,,,,,7.5
Nasha Natasha,Movie,730420.0,83.0,,,,,6.6
Anelka: Misunderstood,Movie,726649.0,94.0,,,,,6.5
Sin City,Movie,187.0,124.0,,,,,7.462
A Go! Go! Cory Carson Summer Camp,Movie,726658.0,20.0,,,,,2.8
Malibu Rescue: The Next Wave,Movie,695596.0,70.0,,,,,6.2
Sam Jay: 3 In The Morning,Movie,725084.0,64.0,,,,,6.2
Almost Love,Movie,598586.0,94.0,,,,,6.1
Killing Hasselhoff,Movie,353440.0,80.0,,,,,4.5
Rogue Warfare: The Hunt,Movie,635776.0,103.0,,,,,5.7
Super Monsters: The New Class,Movie,729259.0,24.0,,,,,6.0
The Ottoman Lieutenant,Movie,433356.0,111.0,,,,,6.1
Tumi or not Tumi,Movie,729984.0,71.0,,,,,0.0
What Keeps You Alive,Movie,503752.0,99.0,,,,,5.816
Latte and the Magic Waterstone,Movie,586954.0,89.0,,,,,6.6
Raat Akeli Hai,Movie,1415974.0,135.0,,,,,0.0
Seriously Single,Movie,661747.0,107.0,,,,,6.9
Sugar High,Movie,824104.0,44.0,,,,,5.0
Retablo,Movie,499394.0,95.0,,,,,7.3
Uma Maheswara Ugra Roopasya,Movie,727030.0,136.0,,,,,7.0
It's Her Day,Movie,731529.0,112.0,,,,,5.5
Redemption,Movie,236048.0,86.0,,,,,5.2
Shine Your Eyes,Movie,656285.0,102.0,,,,,7.3
The Hater,Movie,944904.0,107.0,,,,,4.3
The Speed Cubers,Movie,720748.0,40.0,,,,,7.4
Tread,Movie,576560.0,88.0,,,,,6.6
Banana Split,Movie,796546.0,90.0,,,,,0.0
Door Ke Darshan,Movie,678798.0,114.0,,,,,5.0
Double World,Movie,611395.0,110.0,,,,,6.711
Project Marathwada,Movie,692851.0,102.0,,,,,0.0
Animal Crackers,Movie,13913.0,98.0,,,,,6.914
Dragons: Rescue Riders: Secrets of the Songwing,Movie,723895.0,46.0,,,,,7.3
Nimbe,Movie,727263.0,115.0,,,,,7.5
Offering to the Storm,Movie,673174.0,139.0,,,,,6.463
Romance Doll,Movie,658006.0,123.0,,,,,7.1
The Kissing Booth 2,Movie,583083.0,132.0,,,,,7.619
The Larva Island Movie,Movie,718867.0,89.0,,,,,7.1
The Letter Reader,Movie,667639.0,29.0,,,,,7.0
The Remix: Hip Hop X Fashion,Movie,623344.0,67.0,,,,,8.0
Ip Man 4: The Finale,Movie,449924.0,105.0,,,,,7.269
Jack Whitehall: I'm Only Joking,Movie,718866.0,58.0,,,,,6.066
Funan,Movie,515353.0,84.0,,,,,6.9
Father Soldier Son,Movie,695476.0,99.0,,,,,6.5
The Millions,Movie,632718.0,94.0,,,,,4.5
Fatal Affair,Movie,328053.0,95.0,,,,,3.4
MILF,Movie,499726.0,96.0,,,,,5.72
Cold Feet,Movie,564140.0,94.0,,,,,6.7
Little Singham: Legend of Dugabakka,Movie,874468.0,68.0,,,,,0.0
Sylvia,Movie,28200.0,109.0,,,,,5.721
The Players,Movie,1426272.0,94.0,,,,,10.0
Urzila Carlson: Overqualified Loser,Movie,718845.0,62.0,,,,,4.9
We Are One,Movie,1210381.0,84.0,,,,,0.0
Hole in the Wall,Movie,504895.0,109.0,,,,,4.875
Mama's Boy,Movie,527735.0,104.0,,,,,5.82
The Claudia Kishi Club,Movie,686677.0,17.0,,,,,5.0
The Old Guard,Movie,547016.0,125.0,,,,,7.118
Your Excellency,Movie,655507.0,120.0,,,,,4.5
Born Racer,Movie,551809.0,88.0,,,,,7.1
Mucho Mucho Amor: The Legend of Walter Mercado,Movie,653735.0,96.0,,,,,7.3
The Long Dumb Road,Movie,457243.0,90.0,,,,,5.593
Dr. Seuss' The Lorax,Movie,73723.0,86.0,,,,,6.518
Jim Jefferies: Intolerant,Movie,718831.0,66.0,,,,,7.162
A Kid from Coney Island,Movie,597622.0,89.0,,,,,6.8
PNL - Dans la légende tour,Movie,721916.0,64.0,,,,,6.3
Aiyyaa,Movie,137180.0,146.0,,,,,4.7
Bbuddah Hoga Terra Baap,Movie,69774.0,118.0,,,,,5.0
Blood Money,Movie,422821.0,100.0,,,,,5.0
Bombay Talkies,Movie,190940.0,127.0,,,,,6.339
Boss,Movie,1030319.0,121.0,,,,,6.5
Budhia Singh: Born to Run,Movie,403858.0,112.0,,,,,6.3
Chashme Baddoor,Movie,180853.0,120.0,,,,,4.4
Dharam Sankat Mein,Movie,335392.0,129.0,,,,,6.7
Drishyam,Movie,1129616.0,0.0,,,,,0.0
Gabbar Is Back,Movie,337876.0,130.0,,,,,6.906
Gollu Aur Pappu,Movie,309138.0,112.0,,,,,4.7
Inkaar,Movie,161468.0,133.0,,,,,5.4
Madras Café,Movie,215776.0,130.0,,,,,6.585
Mary Kom,Movie,284288.0,122.0,,,,,7.0
Michael,Movie,936075.0,124.0,,,,,0.0
Mumbai Delhi Mumbai,Movie,307583.0,120.0,,,,,6.3
Oh My God,Movie,372283.0,99.0,,,,,6.6
One by Two,Movie,410151.0,0.0,,,,,0.0
Only,Movie,597233.0,98.0,,,,,5.3
Penalty,Movie,666393.0,14.0,,,,,7.4
Players,Movie,843617.0,105.0,,,,,6.082
Pyaar Ka Punchnama 2,Movie,363413.0,136.0,,,,,6.553
Queen,Movie,247645.0,146.0,,,,,7.309
Shaitan,Movie,1279968.0,7.0,,,,,0.0
Special 26,Movie,165904.0,144.0,,,,,7.3
Tanu Weds Manu,Movie,58333.0,119.0,,,,,6.823
What the Fish,Movie,1141452.0,0.0,,,,,0.0
Desperados,Movie,706510.0,105.0,,,,,6.0
Hunter in the Blue Side of Manchester,Movie,668390.0,89.0,,,,,0.0
I Am Not Your Negro,Movie,411019.0,93.0,,,,,7.7
The Perfect Picture: Ten Years Later,Movie,721145.0,148.0,,,,,0.0
Thiago Ventura: POKAS,Movie,716978.0,82.0,,,,,6.9
#AnneFrank - Parallel Stories,Movie,610643.0,92.0,,,,,7.0
Adú,Movie,588009.0,119.0,,,,,6.9
Ali Baba ve 7 Cüceler,Movie,366759.0,114.0,,,,,5.0
David Foster: Off the Record,Movie,619625.0,98.0,,,,,7.0
Double Jeopardy,Movie,10398.0,105.0,,,,,6.6
Pek Yakında,Movie,295748.0,134.0,,,,,6.667
Stardust,Movie,2270.0,127.0,,,,,7.282
The F**k-It List,Movie,598133.0,103.0,,,,,6.1
The Silence of Others,Movie,1111351.0,62.0,,,,,0.0
Total Recall,Movie,861.0,113.0,,,,,7.312
Under the Riccione Sun,Movie,694234.0,102.0,,,,,6.2
George Lopez: We'll Do It For Half,Movie,710451.0,51.0,,,,,5.3
The Mirror Boy,Movie,491179.0,84.0,,,,,6.0
#FriendButMarried 2,Movie,655293.0,104.0,,,,,6.1
Skin,Movie,15201.0,85.0,,,,,6.313
Thackeray (Marathi),Movie,,,,,,,
Ride Like a Girl,Movie,487291.0,98.0,,,,,7.256
Eurovision Song Contest: The Story of Fire Saga,Movie,531454.0,123.0,,,,,6.421
Kasanova,Movie,631912.0,110.0,,,,,8.7
Ordinary People,Movie,721945.0,55.0,,,,,8.5
Seven (Tamil),Movie,,,,,,,
Seven (Telugu),Movie,,,,,,,
Thackeray (Hindi),Movie,,,,,,,
Krishna and His Leela,Movie,718745.0,125.0,,,,,5.136
Prem Ratan Dhan Payo,Movie,362136.0,164.0,,,,,5.3
Vivah,Movie,33142.0,175.0,,,,,6.629
Athlete A,Movie,147196.0,92.0,,,,,5.9
Bulbbul,Movie,714338.0,94.0,,,,,6.6
Nobody Knows I'm Here,Movie,698432.0,91.0,,,,,6.68
Eric Andre: Legalize Everything,Movie,703754.0,52.0,,,,,6.1
Kappela,Movie,713854.0,110.0,,,,,6.5
The Royal Hibiscus Hotel,Movie,474942.0,90.0,,,,,4.4
Woodshock,Movie,396777.0,100.0,,,,,4.4
Elevator Baby,Movie,717646.0,83.0,,,,,4.5
Chaman Bahaar,Movie,709681.0,111.0,,,,,5.346
Destiny,Movie,320672.0,110.0,,,,,0.0
Disclosure,Movie,8984.0,128.0,,,,,6.256
Feel the Beat,Movie,707886.0,107.0,,,,,7.6
Lost Bullet,Movie,706503.0,92.0,,,,,6.601
One-Way to Tomorrow,Movie,682426.0,90.0,,,,,5.524
The Emigrant,Movie,744733.0,148.0,,,,,5.7
Wasp Network,Movie,451184.0,128.0,,,,,6.0
A Whisker Away,Movie,667520.0,104.0,,,,,7.88
Alexandria ... Why?,Movie,40939.0,133.0,,,,,6.3
Alexandria: Again and Forever,Movie,123652.0,105.0,,,,,4.4
An Egyptian Story,Movie,123651.0,120.0,,,,,6.4
Cairo Station,Movie,47324.0,77.0,,,,,7.3
Dark Waters,Movie,552178.0,127.0,,,,,7.532
El límite infinito,Movie,714575.0,47.0,,,,,4.3
Lola Igna,Movie,622348.0,114.0,,,,,8.0
One Take,Movie,57482.0,115.0,,,,,6.5
Saladin,Movie,46800.0,180.0,,,,,7.3
Stray Bullet,Movie,223427.0,89.0,,,,,0.0
The Blazing Sun,Movie,249252.0,69.0,,,,,0.0
The Land,Movie,373471.0,102.0,,,,,6.0
The Nut Job,Movie,227783.0,85.0,,,,,5.9
An Evening with Beverly Luff Linn,Movie,446695.0,108.0,,,,,5.441
Riding Faith,Movie,1204006.0,0.0,,,,,1.0
Last Flight to Abuja,Movie,126284.0,81.0,,,,,4.5
The Darkness,Movie,257345.0,92.0,,,,,4.773
The Show Must Go On: The Queen + Adam Lambert Story,Movie,597965.0,81.0,,,,,7.5
Underdogs,Movie,230015.0,104.0,,,,,5.7
Wira,Movie,639995.0,108.0,,,,,4.4
4th Republic,Movie,658739.0,120.0,,,,,5.4
Asura Guru,Movie,535223.0,120.0,,,,,3.3
Milea,Movie,642657.0,99.0,,,,,6.2
Axone,Movie,627072.0,96.0,,,,,6.0
Da 5 Bloods,Movie,581859.0,155.0,,,,,6.448
Jo Koy: In His Elements,Movie,706345.0,55.0,,,,,5.7
Okko's Inn,Movie,521296.0,94.0,,,,,7.2
From A to B,Movie,610008.0,50.0,,,,,0.0
Menahi,Movie,678192.0,100.0,,,,,0.0
Middle Men,Movie,38842.0,105.0,,,,,6.5
The Witch: Part 1 - The Subversion,Movie,530254.0,125.0,,,,,7.886
Before I Fall,Movie,397837.0,98.0,,,,,6.965
365 Days,Movie,829557.0,111.0,,,,,5.9
Forensic,Movie,915867.0,129.0,,,,,4.9
Project Papa,Movie,710712.0,92.0,,,,,0.0
The Night Clerk,Movie,526007.0,90.0,,,,,6.2
Before the Summer Crowds,Movie,407937.0,85.0,,,,,6.067
Big Stone Gap,Movie,353378.0,93.0,,,,,5.91
Choked: Paisa Bolta Hai,Movie,706783.0,114.0,,,,,6.5
Merry Men 2: Another Mission,Movie,712911.0,114.0,,,,,5.3
The Last Days of American Crime,Movie,339095.0,148.0,,,,,6.473
The Light of My Eyes,Movie,150054.0,102.0,,,,,6.775
Hot Sweet Sour,Movie,474720.0,102.0,,,,,6.8
Overnight Republic,Movie,453596.0,105.0,,,,,5.54
Can’t Complain,Movie,43405.0,113.0,,,,,7.197
Lady Bird,Movie,391713.0,94.0,,,,,7.3
Spelling the Dream,Movie,530973.0,82.0,,,,,7.0
Andaleeb El Dokki,Movie,514133.0,115.0,,,,,5.957
Let's Dance,Movie,514017.0,115.0,,,,,5.0
Life's Speed Bump,Movie,191146.0,110.0,,,,,6.8
Mr. Romantic,Movie,418317.0,95.0,,,,,4.7
My Horrible Grandma,Movie,246823.0,104.0,,,,,5.583
Sorry To Disturb,Movie,60700.0,116.0,,,,,7.352
The Student Cop,Movie,48644.0,110.0,,,,,6.5
True: Rainbow Rescue,Movie,711700.0,0.0,,,,,4.5
What's Up?,Movie,471718.0,95.0,,,,,2.0
X Large,Movie,1526772.0,6.0,,,,,0.0
122,Movie,512959.0,95.0,,,,,5.8
Chippa,Movie,610160.0,91.0,,,,,6.6
Cook Off,Movie,370301.0,98.0,,,,,5.092
Kalek Shanab,Movie,686620.0,80.0,,,,,2.0
Mirai,Movie,1222479.0,166.0,,,,,6.5
The Disaster Artist,Movie,371638.0,104.0,,,,,7.104
The Stolen,Movie,484238.0,98.0,,,,,5.461
High Strung Free Dance,Movie,540158.0,103.0,,,,,7.3
Freej Al Taibeen,Movie,789213.0,100.0,,,,,2.0
Kenny Sebastian: The Most Interesting Person in the Room,Movie,707504.0,67.0,,,,,6.2
The Other,Movie,35280.0,108.0,,,,,6.5
Grandmother's Farm,Movie,627979.0,0.0,,,,,1.0
Grandmother's Farm Part 2,Movie,724843.0,80.0,,,,,0.0
Intuition,Movie,600794.0,102.0,,,,,0.0
I'm No Longer Here,Movie,582927.0,112.0,,,,,7.888
Hannah Gadsby: Douglas,Movie,638706.0,72.0,,,,,7.2
Ne Zha,Movie,980477.0,144.0,,,,,8.0
Uncut Gems,Movie,473033.0,136.0,,,,,7.153
One Day We'll Talk About Today,Movie,613710.0,120.0,,,,,7.44
Si Doel the Movie 3,Movie,651189.0,92.0,,,,,6.3
Living in Bondage: Breaking Free,Movie,648041.0,140.0,,,,,3.5
Modest Heroes: Ponoc Short Films Theatre,Movie,514710.0,54.0,,,,,6.6
The Lovebirds,Movie,576156.0,87.0,,,,,6.1
#FriendButMarried,Movie,503352.0,102.0,,,,,6.6
Bye Bye London,Movie,183445.0,170.0,,,,,8.0
Fifty Year Old Teenager,Movie,977869.0,204.0,,,,,0.0
Lock Your Girls In,Movie,183431.0,230.0,,,,,7.7
Mujeres arriba,Movie,602562.0,100.0,,,,,7.5
No Longer kids,Movie,56334.0,235.0,,,,,7.9
Raya and Sakina,Movie,327312.0,90.0,,,,,7.4
Sayed the Servant,Movie,972242.0,174.0,,,,,8.4
The Married Couples,Movie,187302.0,194.0,,,,,8.607
The School of Mischief,Movie,57004.0,251.0,,,,,8.404
The Witness Who Didn't See Anything,Movie,52169.0,160.0,,,,,7.824
Anchor Baby,Movie,917629.0,105.0,,,,,0.0
Ben Platt Live from Radio City Music Hall,Movie,699210.0,85.0,,,,,7.7
Honeytrap,Movie,290283.0,93.0,,,,,4.737
I Will Follow,Movie,72946.0,76.0,,,,,5.1
Mutiny of the Worker Bees,Movie,667018.0,100.0,,,,,7.2
What Are the Odds?,Movie,597394.0,96.0,,,,,6.0
Either Me Or My Auntie,Movie,406854.0,105.0,,,,,6.435
Escaping Tel Aviv,Movie,56084.0,95.0,,,,,6.1
Game Over,Movie,27553.0,89.0,,,,,5.5
Karkar,Movie,514025.0,107.0,,,,,4.667
My Sleeping Lover,Movie,372112.0,95.0,,,,,2.909
Omar & Salma 2,Movie,57407.0,101.0,,,,,6.25
Tarek's Situation,Movie,42322.0,110.0,,,,,6.982
The Beach Loafer,Movie,56336.0,112.0,,,,,4.8
Wadjda,Movie,129112.0,98.0,,,,,7.216
Zaki Chan,Movie,191159.0,114.0,,,,,6.564
Light in the Dark,Movie,255939.0,83.0,,,,,5.2
The End,Movie,881366.0,149.0,,,,,5.271
Heaven Without People,Movie,510458.0,91.0,,,,,5.7
"I love you, stupid",Movie,613096.0,87.0,,,,,6.366
Dilan 1990,Movie,492459.0,109.0,,,,,7.7
Dilan 1991,Movie,577970.0,118.0,,,,,7.0
Fan of Amoory,Movie,685037.0,90.0,,,,,0.0
Malang,Movie,661043.0,135.0,,,,,7.0
Match,Movie,1554419.0,99.0,,,,,5.7
Rencor tatuado,Movie,272094.0,150.0,,,,,4.9
The Delivery Boy,Movie,162776.0,8.0,,,,,5.7
Wedy Atkalam,Movie,1111759.0,73.0,,,,,0.0
Fire in the Blood,Movie,156284.0,84.0,,,,,7.5
The Wrong Missy,Movie,582596.0,90.0,,,,,6.147
Ali & Alia,Movie,653847.0,105.0,,,,,2.0
Unbreakable Kimmy Schmidt: Kimmy vs. the Reverend,Movie,683287.0,80.0,,,,,6.423
Action Replayy,Movie,49679.0,129.0,,,,,5.231
Andaz Apna Apna,Movie,58128.0,160.0,,,,,6.8
Have a Good Trip: Adventures in Psychedelics,Movie,673175.0,85.0,,,,,6.6
John Henry,Movie,658199.0,91.0,,,,,5.259
18 Presents,Movie,630220.0,110.0,,,,,7.407
Aerials,Movie,699673.0,90.0,,,,,2.333
In Paradox,Movie,647496.0,95.0,,,,,4.3
Si Doel the Movie,Movie,538583.0,85.0,,,,,7.2
Becoming,Movie,699280.0,89.0,,,,,7.236
"Sí, Mi Amor",Movie,701062.0,107.0,,,,,6.8
Jerry Seinfeld: 23 Hours To Kill,Movie,696000.0,60.0,,,,,6.212
Arctic Dogs,Movie,416153.0,93.0,,,,,6.026
Luccas Neto em: Acampamento de Férias 2,Movie,672979.0,81.0,,,,,8.9
One Day: Justice Delivered,Movie,613225.0,124.0,,,,,4.2
Bennett's War,Movie,603055.0,94.0,,,,,6.7
Death Can Wait,Movie,663360.0,91.0,,,,,6.3
Lady Driver,Movie,591629.0,104.0,,,,,6.4
Mike Birbiglia: My Girlfriend's Boyfriend,Movie,216652.0,75.0,,,,,7.449
Roped,Movie,699519.0,90.0,,,,,6.207
The Stand at Paxton County,Movie,699511.0,102.0,,,,,5.9
All Day and a Night,Movie,530956.0,121.0,,,,,6.218
Cracked Up: The Darrell Hammond Story,Movie,,,,,,,
Get In,Movie,622654.0,97.0,,,,,5.8
Go! Go! Cory Carson: The Chrissy,Movie,696048.0,42.0,,,,,4.75
I Am Divine,Movie,171910.0,90.0,,,,,7.3
Madagascar: Escape 2 Africa,Movie,10527.0,89.0,,,,,6.521
Material,Movie,93011.0,94.0,,,,,5.7
Mrs. Serial Killer,Movie,601807.0,106.0,,,,,6.2
Psycho,Movie,539.0,109.0,,,,,8.421
The Half Of It,Movie,597219.0,104.0,,,,,7.084
The Heartbreak Kid,Movie,9038.0,116.0,,,,,5.737
Thomas & Friends: Marvelous Machinery: A New Arrival,Movie,,,,,,,
Thomas & Friends: Marvelous Machinery: World of Tomorrow,Movie,,,,,,,
Thomas & Friends: Thomas and the Royal Engine,Movie,851415.0,23.0,,,,,1.5
What a Girl Wants,Movie,10735.0,105.0,,,,,6.297
Dangerous Lies,Movie,689723.0,96.0,,,,,6.281
Rich in Love,Movie,180576.0,105.0,,,,,6.321
A Secret Love,Movie,687156.0,82.0,,,,,7.3
Ekşi Elmalar,Movie,422991.0,109.0,,,,,7.0
Love Is War,Movie,634648.0,111.0,,,,,5.2
Murder to Mercy: The Cyntoia Brown Story,Movie,690596.0,96.0,,,,,7.0
R.K.Nagar,Movie,530217.0,133.0,,,,,3.3
Beynelmilel,Movie,49834.0,106.0,,,,,6.398
Bir Baba Hindu,Movie,419530.0,112.0,,,,,2.8
Boushkash,Movie,182596.0,99.0,,,,,6.0
Cinar Agaci,Movie,67077.0,114.0,,,,,6.3
Görümce,Movie,429235.0,110.0,,,,,5.648
İstanbul Kırmızısı,Movie,443486.0,110.0,,,,,5.7
Küçük Esnaf,Movie,391649.0,104.0,,,,,5.4
Lembi 8 Giga,Movie,57468.0,111.0,,,,,5.5
Neseli Hayat,Movie,52667.0,107.0,,,,,5.6
Organize Isler,Movie,30634.0,106.0,,,,,6.803
The Reliant,Movie,593495.0,140.0,,,,,3.6
We'll Be Right Back After The Break,Movie,61655.0,120.0,,,,,6.4
5Gang,Movie,659153.0,96.0,,,,,7.945
Love Aaj Kal,Movie,19663.0,128.0,,,,,6.2
The Lift Boy,Movie,603562.0,107.0,,,,,6.25
Bheeshma,Movie,674779.0,151.0,,,,,6.2
Bittersweet,Movie,151896.0,98.0,,,,,4.409
No Direction Home: Bob Dylan,Movie,19082.0,208.0,,,,,7.7
She Made Me a Criminal,Movie,48658.0,104.0,,,,,6.67
The Artist,Movie,74643.0,100.0,,,,,7.451
The Dealer,Movie,1074243.0,22.0,,,,,0.0
The International Player,Movie,514077.0,92.0,,,,,7.333
The Promise,Movie,354859.0,133.0,,,,,6.884
الف مبروك,Movie,,,,,,,
Kolaiyuthir Kaalam,Movie,496029.0,109.0,,,,,4.2
"Yours Sincerely, Kanan Gill",Movie,693860.0,72.0,,,,,6.1
My Stupid Boss,Movie,398421.0,106.0,,,,,6.9
My Stupid Boss 2,Movie,584166.0,94.0,,,,,6.2
This Earth of Mankind,Movie,609844.0,181.0,,,,,7.115
Time to Hunt,Movie,571785.0,135.0,,,,,7.187
Circus of Books,Movie,597594.0,92.0,,,,,6.9
The Plagues of Breslau,Movie,557336.0,93.0,,,,,6.265
The Set Up,Movie,17218.0,73.0,,,,,7.3
The Silence of the Marsh,Movie,632931.0,92.0,,,,,5.246
The Willoughbys,Movie,560044.0,92.0,,,,,7.1
Varane Avashyamund,Movie,659731.0,145.0,,,,,6.6
Babamın Ceketi,Movie,542008.0,101.0,,,,,5.5
Earth and Blood,Movie,659067.0,80.0,,,,,6.1
Rising High,Movie,658751.0,94.0,,,,,6.574
Sergio,Movie,653744.0,118.0,,,,,6.562
The Legacy of the Bones,Movie,613099.0,121.0,,,,,6.541
Alelí,Movie,632318.0,88.0,,,,,6.8
"Hail, Caesar!",Movie,270487.0,106.0,,,,,5.932
Jem and the Holograms,Movie,266639.0,119.0,,,,,5.5
Maurício Meirelles: Generating Chaos,Movie,693826.0,63.0,,,,,7.1
Puerto Ricans in Paris,Movie,342169.0,82.0,,,,,5.7
Stunt School,Movie,584556.0,95.0,,,,,4.1
For the Broken Hearted,Movie,551867.0,92.0,,,,,3.0
Mischief,Movie,14750.0,93.0,,,,,6.6
World Famous Lover,Movie,659674.0,156.0,,,,,5.5
Chris D'Elia: No Pain,Movie,687136.0,55.0,,,,,6.691
New Money,Movie,603545.0,107.0,,,,,4.0
Moms at War,Movie,572210.0,0.0,,,,,3.2
Surviving R. Kelly: The Impact,Movie,1007425.0,120.0,,,,,7.6
Code 8,Movie,389165.0,11.0,,,,,6.565
LA Originals,Movie,688848.0,92.0,,,,,7.0
Love Wedding Repeat,Movie,624808.0,100.0,,,,,5.644
School Life,Movie,587301.0,111.0,,,,,6.892
The Main Event,Movie,637157.0,102.0,,,,,6.42
Tigertail,Movie,544415.0,91.0,,,,,6.7
Born Beautiful,Movie,572194.0,96.0,,,,,4.167
The Last Airbender,Movie,10196.0,103.0,,,,,4.648
Tiffany Haddish: She Ready! From the Hood To Hollywood!,Movie,464974.0,65.0,,,,,6.9
Mine 9,Movie,564898.0,83.0,,,,,5.566
The Florida Project,Movie,394117.0,112.0,,,,,7.428
Dark Light,Movie,614205.0,90.0,,,,,6.1
The Killing of a Sacred Deer,Movie,399057.0,121.0,,,,,7.009
Angel Has Fallen,Movie,423204.0,122.0,,,,,6.599
Coffee & Kareem,Movie,615177.0,88.0,,,,,5.456
Money Heist: The Phenomenon,Movie,689249.0,57.0,,,,,7.5
The Death of Stalin,Movie,402897.0,107.0,,,,,7.016
Sol Levante,Movie,688900.0,4.0,,,,,4.797
Violet Evergarden: Eternity and the Auto Memory Doll,Movie,610892.0,91.0,,,,,8.118
Agneepath,Movie,84858.0,174.0,,,,,6.308
Brothers,Movie,616446.0,89.0,,,,,5.954
Chhota Bheem and the Curse of Damyaan,Movie,1297049.0,145.0,,,,,0.0
David Batra: Elefanten i rummet,Movie,688527.0,77.0,,,,,5.0
Dostana,Movie,143844.0,153.0,,,,,6.1
Duniya,Movie,674863.0,127.0,,,,,7.0
Duplicate,Movie,812634.0,0.0,,,,,0.0
Friendship,Movie,1239655.0,100.0,,,,,6.492
Gori Tere Pyaar Mein,Movie,237305.0,150.0,,,,,6.048
Gumrah,Movie,110868.0,155.0,,,,,2.0
Hasee Toh Phasee,Movie,251626.0,141.0,,,,,6.5
Humpty Sharma Ki Dulhania,Movie,276928.0,133.0,,,,,6.456
Kaal,Movie,1257957.0,169.0,,,,,8.2
Kabhi Alvida Naa Kehna,Movie,14395.0,193.0,,,,,6.374
Kabhi Khushi Kabhie Gham,Movie,10757.0,209.0,,,,,7.7
Kal Ho Naa Ho,Movie,4254.0,187.0,,,,,7.4
Kapoor & Sons,Movie,374173.0,137.0,,,,,7.0
Kuch Kuch Hota Hai,Movie,11854.0,185.0,,,,,7.468
Magnificent,Movie,410703.0,91.0,,,,,7.5
Mighty Raju Rio Calling,Movie,617804.0,99.0,,,,,1.0
Muqaddar ka Faisla,Movie,180761.0,172.0,,,,,7.0
SETHUM AAYIRAM PON,Movie,688368.0,102.0,,,,,6.2
The Little Vampire,Movie,24100.0,95.0,,,,,6.9
The Runaways,Movie,583759.0,111.0,,,,,6.5
Ungli,Movie,303904.0,114.0,,,,,5.611
Wildling,Movie,362826.0,92.0,,,,,5.443
A truthful Mother,Movie,688365.0,85.0,,,,,7.5
Dave Chappelle: The Kennedy Center Mark Twain Prize for American Humor,Movie,1580884.0,90.0,,,,,0.0
Greater,Movie,379441.0,130.0,,,,,7.182
Indian Horse,Movie,471616.0,96.0,,,,,6.9
Paharganj,Movie,589165.0,104.0,,,,,7.0
Pretty Little Stalker,Movie,621300.0,83.0,,,,,4.5
Through My Father's Eyes: The Ronda Rousey Story,Movie,487414.0,100.0,,,,,5.7
Kannum Kannum Kollaiyadithaal,Movie,505951.0,162.0,,,,,6.9
Rogue Warfare,Movie,627879.0,103.0,,,,,5.6
Dragons: Rescue Riders: Hunt for the Golden Dragon,Movie,686941.0,46.0,,,,,6.678
Maska,Movie,254690.0,23.0,,,,,7.0
The Decline,Movie,36724.0,93.0,,,,,6.801
There's Something in the Water,Movie,619650.0,73.0,,,,,7.1
True: Wuzzle Wegg Day,Movie,686942.0,23.0,,,,,1.5
Uncorked,Movie,660609.0,104.0,,,,,6.118
Willy and the Guardians of the Lake: Tales from the Lakeside Winter Adventure,Movie,627453.0,71.0,,,,,6.0
Happy Old Year,Movie,628053.0,113.0,,,,,6.92
Making Unorthodox,Movie,686786.0,21.0,,,,,7.667
Bethany Hamilton: Unstoppable,Movie,510026.0,99.0,,,,,7.818
Crip Camp: A Disability Revolution,Movie,653725.0,107.0,,,,,7.181
Curtiz,Movie,563943.0,99.0,,,,,5.8
The Occupant,Movie,1280444.0,104.0,,,,,5.62
Tom Segura: Ball Hog,Movie,676601.0,70.0,,,,,7.0
A Life of Speed: The Juan Manuel Fangio Story,Movie,675598.0,92.0,,,,,7.2
El silencio es bienvenido,Movie,449204.0,94.0,,,,,4.6
Ultras,Movie,668195.0,109.0,,,,,6.15
3022,Movie,640882.0,90.0,,,,,5.3
Altered Carbon: Resleeved,Movie,665251.0,75.0,,,,,6.545
Masameer - The Movie,Movie,659676.0,112.0,,,,,6.3
AllI Wish,Movie,,,,,,,
Lu Over the Wall,Movie,436120.0,112.0,,,,,7.007
XV: Beyond the Tryline,Movie,434452.0,91.0,,,,,7.5
Bert Kreischer: Hey Big Boy,Movie,675267.0,62.0,,,,,6.6
Search Party,Movie,239568.0,93.0,,,,,5.359
Bypass Road,Movie,645370.0,137.0,,,,,5.2
Digs & Discoveries: All Track's Lead to Rome,Movie,,,,,,,
Digs & Discoveries: Mines of Mystery,Movie,,,,,,,
Steam Team to the Rescue,Movie,790777.0,92.0,,,,,0.0
Jai Mummy Di,Movie,655459.0,103.0,,,,,4.816
Baby Mamas,Movie,582349.0,93.0,,,,,2.0
Go Karts,Movie,1466807.0,20.0,,,,,0.0
Justine,Movie,1168766.0,76.0,,,,,2.0
Lost Girls,Movie,567970.0,95.0,,,,,6.1
Miracle in Cell No. 7,Movie,637920.0,132.0,,,,,8.256
Carmen Sandiego: To Steal or Not to Steal,Movie,675594.0,31.0,,,,,6.5
Marc Maron: End Times Fun,Movie,675595.0,71.0,,,,,6.897
Sitara: Let Girls Dream,Movie,651166.0,15.0,,,,,6.867
